id,record_key,timestamp,from_bank,from_account,from_country,to_bank,to_account,to_country,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,is_laundering,predicted_alert,model_score,is_dashboard_sample
20211506,2022/09/10 20:29|0216|842384340|0119|84258F8A0|348.11|Shekel,2022-09-10 20:29:00,Saudi Arabia Bank #4,842384340,US,Bank 119,84258F8A0,NL,348.11,Shekel,348.11,Shekel,Cheque,f,f,0.2253,t
20212015,2022/09/10 20:18|0119|84272FD10|00181875|847AAAA50|13064.63|Shekel,2022-09-10 20:18:00,Bank 119,84272FD10,NL,Bank 181875,847AAAA50,NL,13064.63,Shekel,13064.63,Shekel,Cheque,f,f,0.2131,t
20220634,2022/09/10 20:50|02470|800ABECD0|0010315|81D479E90|137.96|Euro,2022-09-10 20:50:00,Bank 2470,800ABECD0,US,Bank 10315,81D479E90,GB,137.96,EUR,137.96,EUR,Credit Card,f,t,0.6035,t
20224514,2022/09/13 06:09|0040428|8115644B0|0153756|81BC89650|6780.45|US Dollar,2022-09-13 06:09:00,Bank 40428,8115644B0,DE,Bank 153756,81BC89650,GB,6780.45,USD,6780.45,USD,ACH,t,t,0.8771,t
20227430,2022/09/10 20:52|070|100428930|02159587|83BBEFF80|4435.16|Brazil Real,2022-09-10 20:52:00,Willows Thrift,100428930,CH,Bank 2159587,83BBEFF80,SG,4435.16,BRL,4435.16,BRL,Cheque,t,t,0.8771,t
20229302,2022/09/10 20:41|070|100428A51|00220777|8520C7881|0.000044|Bitcoin,2022-09-10 20:41:00,Willows Thrift,100428A51,CH,Bank 220777,8520C7881,SG,0,Bitcoin,0,Bitcoin,Bitcoin,f,f,0.1641,t
20229725,2022/09/10 21:26|070|100428660|028219|803889B30|111665.61|US Dollar,2022-09-10 21:26:00,Willows Thrift,100428660,CH,Bank 28219,803889B30,AE,111665.61,USD,111665.61,USD,Cash,f,f,0.3997,t
20241815,2022/09/10 21:13|070|100428810|0196460|823A4B940|1266.89|UK Pound,2022-09-10 21:13:00,Willows Thrift,100428810,CH,Bank 196460,823A4B940,US,1266.89,UK Pound,1266.89,UK Pound,Credit Card,f,f,0.2822,t
20256262,2022/09/10 21:50|070|100428738|0242300|813269030|7708465.15|Yen,2022-09-10 21:50:00,Willows Thrift,100428738,CH,Bank 242300,813269030,US,7708465.15,JPY,7708465.15,JPY,Cash,f,f,0.2238,t
20271163,2022/09/10 22:29|0211026|805D1C280|0227230|84F7156E0|67.39|Euro,2022-09-10 22:29:00,Bank 211026,805D1C280,HK,Bank 227230,84F7156E0,DE,67.39,EUR,67.39,EUR,Cheque,f,f,0.3109,t
20272814,2022/09/10 22:16|0160525|816CC2180|006|816CC28E0|280450.44|Rupee,2022-09-10 22:16:00,Bank 160525,816CC2180,US,Bank 6,816CC28E0,DE,280450.44,INR,280450.44,INR,ACH,t,f,0.3516,t
20274559,2022/09/10 22:26|0096670|82A22FA50|00116199|82BED6720|1170.12|Canadian Dollar,2022-09-10 22:26:00,Bank 96670,82A22FA50,NL,Bank 116199,82BED6720,DE,1170.12,CAD,1170.12,CAD,Cheque,f,f,0.3544,t
20275471,2022/09/10 22:07|0113|835C33E20|01141774|836C01C40|395457.50|Mexican Peso,2022-09-10 22:07:00,Mexico Bank #17,835C33E20,AE,Bank 1141774,836C01C40,DE,395457.5,MXN,395457.5,MXN,Credit Card,f,f,0.2715,t
20275645,2022/09/10 22:06|0215|839036840|00155430|8391870B0|9909.48|Brazil Real,2022-09-10 22:06:00,Mexico Bank #5,839036840,CH,Bank 155430,8391870B0,SG,9909.48,BRL,9909.48,BRL,Wire,f,f,0.2381,t
20283442,2022/09/10 22:52|0226922|826F86410|00152224|8511132A0|7.87|US Dollar,2022-09-10 22:52:00,Bank 226922,826F86410,US,Bank 152224,8511132A0,US,7.87,USD,7.87,USD,ACH,f,f,0.2074,t
20284488,2022/09/10 22:34|0218695|809AFA240|026206|80AD05E80|1102.26|Euro,2022-09-10 22:34:00,Bank 218695,809AFA240,AE,Bank 26206,80AD05E80,GB,1102.26,EUR,1102.26,EUR,Cheque,f,f,0.1801,t
20289602,2022/09/13 12:40|0058008|81ECF6FA0|0193643|822F7C920|292.13|UK Pound,2022-09-13 12:40:00,Bank 58008,81ECF6FA0,GB,Bank 193643,822F7C920,AE,292.13,UK Pound,292.13,UK Pound,ACH,t,t,0.9099,t
20292232,2022/09/10 22:53|00173668|8416E4850|01166034|841A0B690|1957.47|Swiss Franc,2022-09-10 22:53:00,Bank 173668,8416E4850,US,Bank 1166034,841A0B690,CH,1957.47,CHF,1957.47,CHF,Cheque,f,f,0.1294,t
20294849,2022/09/10 23:05|008904|8043A72A0|0235600|80EFD93D0|10003.23|US Dollar,2022-09-10 23:05:00,Bank 8904,8043A72A0,US,Bank 235600,80EFD93D0,CH,10003.23,USD,10003.23,USD,Credit Card,f,f,0.1814,t
20298985,2022/09/10 23:06|070|100428660|02150558|84C6A4730|253.59|US Dollar,2022-09-10 23:06:00,Willows Thrift,100428660,CH,Bank 2150558,84C6A4730,AE,253.59,USD,253.59,USD,Credit Card,f,f,0.0969,t
20314200,2022/09/10 23:41|024583|80C411460|0140160|841D744C0|54.37|US Dollar,2022-09-10 23:41:00,Bank 24583,80C411460,GB,Bank 140160,841D744C0,AE,54.37,USD,54.37,USD,Cheque,f,f,0.2257,t
20323080,2022/09/10 23:53|0112|834187D30|02145876|835B91AE0|157032.87|Mexican Peso,2022-09-10 23:53:00,Switzerland Bank #7,834187D30,SG,Bank 2145876,835B91AE0,GB,157032.87,MXN,157032.87,MXN,Cheque,f,f,0.2952,t
20335414,2022/09/11 00:13|0161035|81AC724B0|027512|820DEC7F0|59.66|US Dollar,2022-09-11 00:13:00,Bank 161035,81AC724B0,AE,Bank 27512,820DEC7F0,GB,59.66,USD,59.66,USD,Credit Card,f,f,0.0841,t
20337324,2022/09/11 00:06|001488|82019B700|02954|80DCBC9D0|1.61|US Dollar,2022-09-11 00:06:00,Bank 1488,82019B700,GB,Bank 2954,80DCBC9D0,DE,1.61,USD,1.61,USD,Credit Card,f,f,0.096,t
20345334,2022/09/11 00:15|011032|839001890|018024|8052F7C40|43.13|US Dollar,2022-09-11 00:15:00,Bank 11032,839001890,GB,Bank 18024,8052F7C40,HK,43.13,USD,43.13,USD,Credit Card,f,f,0.0911,t
20346762,2022/09/11 00:14|02117910|83DB3C650|00132115|83DD0C760|140.11|US Dollar,2022-09-11 00:14:00,Bank 2117910,83DB3C650,GB,Bank 132115,83DD0C760,GB,140.11,USD,140.11,USD,Credit Card,f,f,0.1962,t
20349666,2022/09/11 00:12|01195063|848B30CF0|01187148|848B30D40|2095.06|US Dollar,2022-09-11 00:12:00,Bank 1195063,848B30CF0,AE,Bank 1187148,848B30D40,SG,2095.06,USD,2095.06,USD,ACH,f,f,0.0646,t
20361535,2022/09/11 00:06|021514|81DECCD50|022620|80291E3A0|24.36|Euro,2022-09-11 00:06:00,Bank 21514,81DECCD50,NL,Bank 22620,80291E3A0,HK,24.36,EUR,24.36,EUR,Credit Card,f,f,0.1196,t
20369375,2022/09/11 00:08|02167350|84C520CB0|01938|806632A30|70.66|Euro,2022-09-11 00:08:00,Bank 2167350,84C520CB0,AE,Bank 1938,806632A30,GB,70.66,EUR,70.66,EUR,Credit Card,f,f,0.2059,t
20372399,2022/09/11 00:29|012|8069B32E0|0229609|80F905D10|47.13|Yuan,2022-09-11 00:29:00,National Bank of Columbus,8069B32E0,DE,Bank 229609,80F905D10,SG,47.13,CNY,47.13,CNY,Cash,f,f,0.2023,t
20375793,2022/09/11 00:15|0137768|8134BFAA0|0054330|815249EB0|699.25|Yen,2022-09-11 00:15:00,Bank 137768,8134BFAA0,SG,Bank 54330,815249EB0,SG,699.25,JPY,699.25,JPY,Credit Card,f,f,0.3358,t
20387742,2022/09/11 00:04|02126306|8300DC990|01126424|82E83A910|218.99|Australian Dollar,2022-09-11 00:04:00,Bank 2126306,8300DC990,AE,Bank 1126424,82E83A910,DE,218.99,AUD,218.99,AUD,Credit Card,f,f,0.1359,t
20394714,2022/09/11 00:12|00181214|8426DE5B0|00183004|8430DFB00|140.08|Shekel,2022-09-11 00:12:00,Bank 181214,8426DE5B0,CH,Bank 183004,8430DFB00,NL,140.08,Shekel,140.08,Shekel,Credit Card,f,f,0.3759,t
20395602,2022/09/11 00:24|0121|844835C80|01185572|845B25FD0|152.77|Shekel,2022-09-11 00:24:00,Bank 121,844835C80,AE,Bank 1185572,845B25FD0,US,152.77,Shekel,152.77,Shekel,Credit Card,f,f,0.2744,t
20399763,2022/09/11 00:01|02215179|84FC24B31|00212585|84FAB4021|0.001440|Bitcoin,2022-09-11 00:01:00,Bank 2215179,84FC24B31,GB,Bank 212585,84FAB4021,DE,0,Bitcoin,0,Bitcoin,Bitcoin,f,f,0.1274,t
20407892,2022/09/11 00:49|0123290|8105ED870|023024|8189B25E0|109.73|Euro,2022-09-11 00:49:00,Bank 123290,8105ED870,CH,Bank 23024,8189B25E0,SG,109.73,EUR,109.73,EUR,Credit Card,f,f,0.1576,t
20409449,2022/09/11 00:55|0012075|8394F08B0|0112191|83DD0F7C0|542.51|Euro,2022-09-11 00:55:00,Bank 12075,8394F08B0,DE,Bank 112191,83DD0F7C0,AE,542.51,EUR,542.51,EUR,Cheque,f,f,0.376,t
20426076,2022/09/11 01:15|0224833|828BE4270|0288946|851922E20|2189639.89|Euro,2022-09-11 01:15:00,Bank 224833,828BE4270,DE,Bank 288946,851922E20,GB,2189639.89,EUR,2189639.89,EUR,Cash,f,f,0.3649,t
20426258,2022/09/11 01:29|012|804CC6F30|0129834|80D5176F0|22125.87|Yuan,2022-09-11 01:29:00,National Bank of Columbus,804CC6F30,DE,Bank 129834,80D5176F0,AE,22125.87,CNY,22125.87,CNY,Cheque,f,f,0.2183,t
20428399,2022/09/11 01:26|0276976|81D6F0C40|0277486|81D6F5F20|230928.34|Ruble,2022-09-11 01:26:00,Bank 276976,81D6F0C40,CH,Bank 277486,81D6F5F20,SG,230928.34,RUB,230928.34,RUB,ACH,f,f,0.2822,t
20435820,2022/09/14 17:21|0256086|81E25E8A0|009238|824D39E70|2240.65|US Dollar,2022-09-14 17:21:00,Bank 256086,81E25E8A0,HK,Bank 9238,824D39E70,AE,2240.65,USD,2240.65,USD,ACH,t,t,0.96,t
20437181,2022/09/11 01:47|0082745|8229AC8D0|0166288|839A0A430|143.95|US Dollar,2022-09-11 01:47:00,Bank 82745,8229AC8D0,CH,Bank 166288,839A0A430,HK,143.95,USD,143.95,USD,Credit Card,f,f,0.3132,t
20439444,2022/09/11 01:36|019876|806152EB0|0211974|80692F6B0|142.13|Euro,2022-09-11 01:36:00,Bank 19876,806152EB0,HK,Bank 211974,80692F6B0,CH,142.13,EUR,142.13,EUR,Cash,f,f,0.1028,t
20450878,2022/09/11 02:20|007141|806FEB5D0|0227981|815A84A30|417.65|US Dollar,2022-09-11 02:20:00,Bank 7141,806FEB5D0,GB,Bank 227981,815A84A30,AE,417.65,USD,417.65,USD,Cheque,f,f,0.2872,t
20451451,2022/09/11 02:18|0227981|80C22F0C0|0035832|81CBFEEA0|75.54|US Dollar,2022-09-11 02:18:00,Bank 227981,80C22F0C0,AE,Bank 35832,81CBFEEA0,NL,75.54,USD,75.54,USD,Credit Card,f,f,0.1417,t
20454023,2022/09/11 02:29|0011907|82053F040|0015027|841167B50|87.76|US Dollar,2022-09-11 02:29:00,Bank 11907,82053F040,NL,Bank 15027,841167B50,CH,87.76,USD,87.76,USD,Cheque,f,t,0.7321,t
20454897,2022/09/11 02:24|0284139|847F50660|0121396|84F830DF0|151.95|US Dollar,2022-09-11 02:24:00,Bank 284139,847F50660,SG,Bank 121396,84F830DF0,SG,151.95,USD,151.95,USD,Cheque,f,f,0.1913,t
20461372,2022/09/11 02:18|0284459|821992620|0175523|821992710|385408.44|Ruble,2022-09-11 02:18:00,Bank 284459,821992620,DE,Bank 175523,821992710,US,385408.44,RUB,385408.44,RUB,ACH,t,t,0.98,t
20464233,2022/09/11 02:22|070|1004289C0|0015|84243AE80|6258.52|Shekel,2022-09-11 02:22:00,Willows Thrift,1004289C0,CH,China Bank #5,84243AE80,NL,6258.52,Shekel,6258.52,Shekel,Cash,f,f,0.2442,t
20470889,2022/09/11 02:43|00129211|848638560|0097958|848638B10|3164.15|US Dollar,2022-09-11 02:43:00,Bank 129211,848638560,AE,Bank 97958,848638B10,HK,3164.15,USD,3164.15,USD,ACH,f,f,0.1507,t
20473675,2022/09/11 02:36|070|1004286A8|0285508|827B97AF0|522.40|Euro,2022-09-11 02:36:00,Willows Thrift,1004286A8,CH,Bank 285508,827B97AF0,AE,522.4,EUR,522.4,EUR,Cheque,f,f,0.1138,t
20505293,2022/09/11 03:48|0138195|81142EB40|0279095|825238B30|353.77|Euro,2022-09-11 03:48:00,Bank 138195,81142EB40,HK,Bank 279095,825238B30,US,353.77,EUR,353.77,EUR,Credit Card,f,f,0.178,t
20514679,2022/09/11 04:08|018934|80F5A5760|0125106|80F5B58D0|4121.27|US Dollar,2022-09-11 04:08:00,Bank 18934,80F5A5760,HK,Bank 125106,80F5B58D0,US,4121.27,USD,4121.27,USD,ACH,f,f,0.0729,t
20515688,2022/09/11 04:06|070|100428660|0276218|81E2A7F20|23848.42|US Dollar,2022-09-11 04:06:00,Willows Thrift,100428660,CH,Bank 276218,81E2A7F20,GB,23848.42,USD,23848.42,USD,Cheque,f,f,0.1057,t
20517116,2022/09/11 04:21|0057107|8166CBEB0|0049572|8324D2590|1862.52|US Dollar,2022-09-11 04:21:00,Bank 57107,8166CBEB0,NL,Bank 49572,8324D2590,SG,1862.52,USD,1862.52,USD,Cheque,f,f,0.0869,t
20524048,2022/09/11 04:03|0140811|80FECED30|0240391|812CFC6F0|3030.54|Yen,2022-09-11 04:03:00,Bank 140811,80FECED30,US,Bank 240391,812CFC6F0,CH,3030.54,JPY,3030.54,JPY,ACH,f,f,0.2698,t
20538462,2022/09/11 04:50|0144570|819A46F40|01110402|8326E2160|73.57|Euro,2022-09-11 04:50:00,Bank 144570,819A46F40,DE,Bank 1110402,8326E2160,US,73.57,EUR,73.57,EUR,Credit Card,f,f,0.3544,t
20539338,2022/09/11 04:45|0036925|80E047460|0137064|80E1354C0|1119.22|Yuan,2022-09-11 04:45:00,Bank 36925,80E047460,CH,Bank 137064,80E1354C0,US,1119.22,CNY,1119.22,CNY,Cheque,f,f,0.3169,t
20540193,2022/09/11 04:38|0036274|8115F1150|0247359|8232D83C0|1638.14|Yuan,2022-09-11 04:38:00,Bank 36274,8115F1150,GB,Bank 247359,8232D83C0,DE,1638.14,CNY,1638.14,CNY,Wire,f,t,0.7128,t
20546042,2022/09/11 05:24|070|100428660|01922|80467F930|7883.78|US Dollar,2022-09-11 05:24:00,Willows Thrift,100428660,CH,Bank 1922,80467F930,US,7883.78,USD,7883.78,USD,Credit Card,f,f,0.2989,t
20565473,2022/09/11 05:30|02111877|82A3FCD10|01121447|82F7F03D0|2819.74|US Dollar,2022-09-11 05:30:00,Bank 2111877,82A3FCD10,CH,Bank 1121447,82F7F03D0,NL,2819.74,USD,2819.74,USD,Cash,f,f,0.1636,t
20571784,2022/09/11 05:59|0129580|80DA068B0|0138453|80EF1A850|1032.90|Yuan,2022-09-11 05:59:00,Bank 129580,80DA068B0,AE,Bank 138453,80EF1A850,DE,1032.9,CNY,1032.9,CNY,Credit Card,f,f,0.1162,t
20573112,2022/09/11 05:33|0052134|814D07250|0134252|8504A65C0|80385.43|Yen,2022-09-11 05:33:00,Bank 52134,814D07250,GB,Bank 134252,8504A65C0,SG,80385.43,JPY,80385.43,JPY,Credit Card,f,f,0.2917,t
20574303,2022/09/13 14:06|0077468|81F3C9D60|0119211|80D38FFB0|7220.25|US Dollar,2022-09-13 14:06:00,Bank 77468,81F3C9D60,CH,Bank 119211,80D38FFB0,AE,7220.25,USD,7220.25,USD,ACH,t,t,0.9351,t
20588487,2022/09/11 06:12|0036395|80F91FEC0|0034953|834096320|1084.06|Yuan,2022-09-11 06:12:00,France Bank #1307,80F91FEC0,HK,Bank 34953,834096320,AE,1084.06,CNY,1084.06,CNY,Cheque,f,f,0.3119,t
20594712,2022/09/11 06:53|0010975|804F0A2D0|0010409|805320CA0|606.59|US Dollar,2022-09-11 06:53:00,Bank 10975,804F0A2D0,US,Bank 10409,805320CA0,NL,606.59,USD,606.59,USD,Credit Card,f,f,0.3693,t
20595523,2022/09/11 06:57|070|100428660|0120571|810F9F960|1258.67|US Dollar,2022-09-11 06:57:00,Willows Thrift,100428660,CH,Bank 120571,810F9F960,NL,1258.67,USD,1258.67,USD,Cheque,f,f,0.2385,t
20617638,2022/09/11 07:00|017291|8172D6620|0126145|8172CD2C0|1190.60|Euro,2022-09-11 07:00:00,Bank 17291,8172D6620,US,Bank 126145,8172CD2C0,CH,1190.6,EUR,1190.6,EUR,ACH,f,f,0.3678,t
20624089,2022/09/11 07:23|0114|837EF4CC0|0113|83921E550|1233.93|Brazil Real,2022-09-11 07:23:00,Bank 114,837EF4CC0,US,Mexico Bank #17,83921E550,AE,1233.93,BRL,1233.93,BRL,Credit Card,f,f,0.2518,t
20635138,2022/09/11 07:30|0013235|8066B5BA0|011|846215630|971.40|Euro,2022-09-11 07:30:00,Bank 13235,8066B5BA0,AE,Savings Bank of Madison,846215630,US,971.4,EUR,971.4,EUR,Credit Card,f,f,0.2074,t
20640198,2022/09/11 07:34|01158241|83BDD18B0|02159266|83CEB5660|234.75|Brazil Real,2022-09-11 07:34:00,Bank 1158241,83BDD18B0,CH,Bank 2159266,83CEB5660,DE,234.75,BRL,234.75,BRL,Credit Card,f,f,0.1101,t
20641681,2022/09/11 07:40|00213429|84E3014F1|02213875|84E4F83E1|0.005281|Bitcoin,2022-09-11 07:40:00,Bank 213429,84E3014F1,DE,Bank 2213875,84E4F83E1,DE,0.01,Bitcoin,0.01,Bitcoin,Bitcoin,f,f,0.2673,t
20642740,2022/09/11 08:28|008456|803499750|014992|806877C30|33.17|US Dollar,2022-09-11 08:28:00,Bank 8456,803499750,NL,Bank 14992,806877C30,CH,33.17,USD,33.17,USD,ACH,f,f,0.2123,t
20643826,2022/09/11 08:23|007098|811ECEEF0|0136339|8177C2800|11.05|US Dollar,2022-09-11 08:23:00,Bank 7098,811ECEEF0,NL,Bank 136339,8177C2800,CH,11.05,USD,11.05,USD,ACH,f,t,0.6097,t
20645564,2022/09/11 08:29|0223529|812680C30|0288975|82D3B8400|59.04|US Dollar,2022-09-11 08:29:00,Bank 223529,812680C30,NL,Bank 288975,82D3B8400,DE,59.04,USD,59.04,USD,Cash,f,f,0.2255,t
20651243,2022/09/11 08:05|070|1004286A8|01148539|84332E4F0|960.02|Euro,2022-09-11 08:05:00,Willows Thrift,1004286A8,CH,Bank 1148539,84332E4F0,NL,960.02,EUR,960.02,EUR,Cheque,f,f,0.1357,t
20672426,2022/09/11 08:53|0215|8392B6140|01157712|83B27E180|226.02|Brazil Real,2022-09-11 08:53:00,Mexico Bank #5,8392B6140,CH,Bank 1157712,83B27E180,SG,226.02,BRL,226.02,BRL,ACH,f,f,0.1325,t
20681672,2022/09/11 09:24|024168|8041103E0|0032700|81C1F5F90|805.08|Euro,2022-09-11 09:24:00,Bank 24168,8041103E0,GB,Bank 32700,81C1F5F90,US,805.08,EUR,805.08,EUR,Credit Card,f,f,0.3198,t
20682558,2022/09/11 09:01|0011034|80B5678B0|00123441|8324B75E0|107.84|Euro,2022-09-11 09:01:00,Bank 11034,80B5678B0,US,Bank 123441,8324B75E0,US,107.84,EUR,107.84,EUR,Cash,f,f,0.2672,t
20684127,2022/09/11 09:00|0235129|810C1BCD0|0243528|810C20EA0|14239.50|Yuan,2022-09-11 09:00:00,Bank 235129,810C1BCD0,US,Bank 243528,810C20EA0,AE,14239.5,CNY,14239.5,CNY,ACH,t,t,0.9317,t
20685471,2022/09/11 09:21|070|100428780|0164892|818E2F070|30078.90|Rupee,2022-09-11 09:21:00,Willows Thrift,100428780,CH,Bank 164892,818E2F070,AE,30078.9,INR,30078.9,INR,Cash,f,f,0.2239,t
20691978,2022/09/11 09:58|014992|8041D3350|0039921|81538E160|876.91|US Dollar,2022-09-11 09:58:00,Bank 14992,8041D3350,CH,Bank 39921,81538E160,US,876.91,USD,876.91,USD,Credit Card,f,f,0.0954,t
20696670,2022/09/11 09:34|0014350|8057E83A0|026564|806A2DBB0|1782.78|Euro,2022-09-11 09:34:00,Bank 14350,8057E83A0,DE,Bank 26564,806A2DBB0,NL,1782.78,EUR,1782.78,EUR,Credit Card,f,f,0.2574,t
20703204,2022/09/11 09:51|02108916|82866FD40|02114109|82B9B3880|4273.50|Canadian Dollar,2022-09-11 09:51:00,Bank 2108916,82866FD40,DE,Bank 2114109,82B9B3880,SG,4273.5,CAD,4273.5,CAD,Credit Card,f,f,0.1258,t
20705444,2022/09/11 09:40|01180722|8438ACBC0|00181837|84434E760|627514.62|Shekel,2022-09-11 09:40:00,Bank 1180722,8438ACBC0,NL,Bank 181837,84434E760,DE,627514.62,Shekel,627514.62,Shekel,Wire,f,f,0.1891,t
20715311,2022/09/11 10:09|011|80015E020|0248646|83AD53EA0|3.59|Euro,2022-09-11 10:09:00,Savings Bank of Madison,80015E020,US,Bank 248646,83AD53EA0,CH,3.59,EUR,3.59,EUR,ACH,f,t,0.5901,t
20727499,2022/09/11 10:43|00119344|835275830|0115290|8447BD3C0|12.77|US Dollar,2022-09-11 10:43:00,Bank 119344,835275830,SG,Bank 115290,8447BD3C0,GB,12.77,USD,12.77,USD,Cheque,f,f,0.2999,t
20734935,2022/09/11 10:36|0196460|82577E1E0|027|8275A3760|1534.09|UK Pound,2022-09-11 10:36:00,Bank 196460,82577E1E0,US,China Bank #49,8275A3760,AE,1534.09,UK Pound,1534.09,UK Pound,Cheque,f,f,0.1889,t
20750535,2022/09/11 14:33|0211753|82087E6D0|0164892|81925B590|609757.58|Rupee,2022-09-11 14:33:00,Bank 211753,82087E6D0,HK,Bank 164892,81925B590,AE,609757.58,INR,609757.58,INR,ACH,t,t,0.8263,t
20751268,2022/09/11 11:23|070|100428858|01119680|82C48A810|24.20|Canadian Dollar,2022-09-11 11:23:00,Willows Thrift,100428858,CH,Bank 1119680,82C48A810,HK,24.2,CAD,24.2,CAD,Cash,f,f,0.1048,t
20753170,2022/09/11 11:00|0121|842243190|00185229|844492E90|1397.05|Shekel,2022-09-11 11:00:00,Bank 121,842243190,AE,Bank 185229,844492E90,NL,1397.05,Shekel,1397.05,Shekel,Cheque,f,f,0.3609,t
20758491,2022/09/11 11:47|008882|804680F50|0215945|82A3ADED0|9.95|US Dollar,2022-09-11 11:47:00,Bank 8882,804680F50,HK,Bank 215945,82A3ADED0,AE,9.95,USD,9.95,USD,Cheque,f,f,0.371,t
20761696,2022/09/11 11:48|004191|80649FAE0|01213|819B10C20|168.76|Euro,2022-09-11 11:48:00,Bank 4191,80649FAE0,HK,Bank 1213,819B10C20,AE,168.76,EUR,168.76,EUR,Cash,f,f,0.1983,t
20766253,2022/09/13 15:34|008904|80911CDF0|0121811|809918EA0|3258.31|Euro,2022-09-13 15:34:00,Bank 8904,80911CDF0,US,Bank 121811,809918EA0,HK,3258.31,EUR,3258.31,EUR,ACH,t,t,0.9279,t
20768799,2022/09/11 11:48|01171552|83F88F670|01175030|841BC2CB0|1559.78|Swiss Franc,2022-09-11 11:48:00,Bank 1171552,83F88F670,HK,Bank 1175030,841BC2CB0,US,1559.78,CHF,1559.78,CHF,Cheque,f,f,0.2842,t
20777902,2022/09/11 12:18|001827|801EC7E30|0231260|81AA55E10|14.13|Euro,2022-09-11 12:18:00,Bank 1827,801EC7E30,AE,Bank 231260,81AA55E10,SG,14.13,EUR,14.13,EUR,Wire,f,f,0.297,t
20798211,2022/09/11 12:55|0274066|81C658800|0277047|8213C4EC0|30084.85|Ruble,2022-09-11 12:55:00,Bank 274066,81C658800,US,Bank 277047,8213C4EC0,AE,30084.85,RUB,30084.85,RUB,Cheque,f,f,0.1005,t
20813860,2022/09/11 13:14|0260994|81803F210|0164507|8188F1DA0|11958.64|Rupee,2022-09-11 13:14:00,Bank 260994,81803F210,GB,Bank 164507,8188F1DA0,NL,11958.64,INR,11958.64,INR,Cash,f,f,0.2665,t
20821664,2022/09/11 13:48|0256828|821D33280|01102014|828BBB1A0|875.87|US Dollar,2022-09-11 13:48:00,Bank 256828,821D33280,DE,Bank 1102014,828BBB1A0,NL,875.87,USD,875.87,USD,Cheque,f,f,0.2527,t
20824697,2022/09/11 13:56|00519|800D8A9C0|016098|803350850|2704.94|Euro,2022-09-11 13:56:00,Bank 519,800D8A9C0,SG,Bank 16098,803350850,DE,2704.94,EUR,2704.94,EUR,Cheque,f,f,0.4157,t
20826134,2022/09/11 13:52|070|1004286A8|023383|819CF3770|725.05|Euro,2022-09-11 13:52:00,Willows Thrift,1004286A8,CH,Bank 23383,819CF3770,GB,725.05,EUR,725.05,EUR,Cheque,f,f,0.2569,t
20839858,2022/09/11 14:03|007317|815318810|00157175|843A76110|943.82|US Dollar,2022-09-11 14:03:00,Bank 7317,815318810,SG,Bank 157175,843A76110,AE,943.82,USD,943.82,USD,Wire,f,f,0.3422,t
20841555,2022/09/11 14:15|017042|8049AEC90|018527|8077FC610|16466.90|Euro,2022-09-11 14:15:00,Bank 17042,8049AEC90,CH,Bank 18527,8077FC610,SG,16466.9,EUR,16466.9,EUR,Cheque,f,f,0.1789,t
20841892,2022/09/11 14:18|002416|80122D2E0|0123964|80B166C80|1981.30|Euro,2022-09-11 14:18:00,Bank 2416,80122D2E0,NL,Bank 123964,80B166C80,NL,1981.3,EUR,1981.3,EUR,Cheque,f,f,0.1519,t
20846250,2022/09/11 14:14|0140811|814229330|0259459|84B30F2B0|10449.07|Yen,2022-09-11 14:14:00,Bank 140811,814229330,US,Bank 259459,84B30F2B0,CH,10449.07,JPY,10449.07,JPY,Cheque,f,f,0.2787,t
20848236,2022/09/11 14:12|00113543|82D9C0D60|00110283|84C93F370|2638.19|Canadian Dollar,2022-09-11 14:12:00,Bank 113543,82D9C0D60,SG,Bank 110283,84C93F370,DE,2638.19,CAD,2638.19,CAD,Cheque,f,f,0.22,t
20848289,2022/09/14 17:47|013688|8279A62F0|0243704|811CEADB0|7079.67|US Dollar,2022-09-14 17:47:00,Bank 13688,8279A62F0,US,Australia Bank #483,811CEADB0,CH,7079.67,USD,7079.67,USD,ACH,t,t,0.7939,t
20851558,2022/09/11 14:36|000|8004A4870|018453|803477150|1363.20|US Dollar,2022-09-11 14:36:00,Italy Bank #18,8004A4870,SG,Bank 18453,803477150,AE,1363.2,USD,1363.2,USD,Cheque,f,f,0.2509,t
20856081,2022/09/11 14:40|029463|822FB3710|00155355|83E7DE1E0|1688.84|US Dollar,2022-09-11 14:40:00,Bank 29463,822FB3710,GB,Bank 155355,83E7DE1E0,CH,1688.84,USD,1688.84,USD,Credit Card,f,f,0.131,t
20862164,2022/09/11 14:56|0266885|818E6B170|0167492|818E6AFE0|60555.41|Rupee,2022-09-11 14:56:00,Bank 266885,818E6B170,DE,Bank 167492,818E6AFE0,SG,60555.41,INR,60555.41,INR,ACH,f,f,0.3136,t
20872940,2022/09/11 15:16|070|1004286A8|007537|803F6F340|1527.62|Euro,2022-09-11 15:16:00,Willows Thrift,1004286A8,CH,Bank 7537,803F6F340,NL,1527.62,EUR,1527.62,EUR,Cheque,f,f,0.2978,t
20876271,2022/09/11 15:15|0216324|80AE9D180|0118247|80CC0A860|3082.38|Yuan,2022-09-11 15:15:00,Bank 216324,80AE9D180,CH,Bank 118247,80CC0A860,AE,3082.38,CNY,3082.38,CNY,Cheque,f,f,0.2397,t
